350,2.15475377
355,2.11189917
360,2.07363598
365,2.03987535
370,2.01043963
375,1.98506065
380,1.96338142
385,1.94496115
390,1.929283
395,1.91576465
400,1.90377144
405,1.89263199
410,1.88165617
415,1.87015485
420,1.85746074
425,1.84294932
430,1.82605866
435,1.80630703
440,1.78330731
445,1.75677762
450,1.72654791
455,1.69256259
460,1.65487965
465,1.61366678
470,1.56919478
475,1.52182863
480,1.47201602
485,1.42027314
490,1.36716739
495,1.31329687
500,1.25926735
505,1.20566774
510,1.15304632
515,1.10188978
520,1.05260755
525,1.00552263
530,0.96086938
535,0.91879756
540,0.87938101
545,0.8426293
550,0.80850041
555,0.77691332
560,0.74775924
565,0.7209113
570,0.69623235
575,0.67358102
580,0.65281625
585,0.63380044
590,0.61640169
595,0.60049507
600,0.58596345
605,0.57269778
610,0.56059706
615,0.5495682
620,0.53952564
625,0.53039091
630,0.52209218
635,0.51456378
640,0.5077457
645,0.50158312
650,0.496026
655,0.49102861
660,0.48654918
665,0.48254956
670,0.47899482
675,0.47585303
680,0.47309494
685,0.47069374
690,0.46862486
695,0.46686572
700,0.46539561
705,0.46419545
710,0.4632477
715,0.46253621
720,0.46204608
725,0.46176354
730,0.46167589
735,0.4617714
740,0.46203919
745,0.46246918
750,0.46305205
755,0.46377913
760,0.46464238
765,0.46563432
770,0.46674799
775,0.46797691
780,0.46931505
785,0.47075677
790,0.47229683
795,0.4739303
800,0.47565261
805,0.47745946
810,0.47934682
815,0.48131094
820,0.48334827
825,0.48545551
830,0.48762955
835,0.48986745
840,0.49216648
845,0.49452404
850,0.4969377
855,0.49940516
860,0.50192427
865,0.50449298
870,0.50710936
875,0.5097716
880,0.51247798
885,0.51522688
890,0.51801675
895,0.52084614
900,0.52371367
905,0.52661804
910,0.529558
915,0.53253239
920,0.53554008
925,0.53858003
930,0.54165121
935,0.54475267
940,0.54788351
945,0.55104286
950,0.55422989
955,0.55744381
960,0.56068389
965,0.5639494
970,0.56723967
975,0.57055405
980,0.57389191
985,0.57725267
990,0.58063575
995,0.58404062
1000,0.58746676
1005,0.59091368
1010,0.5943809
1015,0.59786797
1020,0.60137446
1025,0.60489994
1030,0.60844402
1035,0.61200632
1040,0.61558647
1045,0.61918412
1050,0.62279892
1055,0.62643056
1060,0.63007872
1065,0.6337431
1070,0.63742342
1075,0.64111939
1080,0.64483075
1085,0.64855724
1090,0.65229862
1095,0.65605464
1100,0.65982507
